utt_id,wav,emotion,raw_emotion,speaker,session,start,end,dur,valence,arousal,dominance,transcript
Ses03M_impro02_M025,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M025.wav,sad,sad,Ses03M,3,153.7887,157.1713,3.383,2.0,3.0,3.0,They want me there two years but I could probably get
Ses03M_impro02_M026,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M026.wav,sad,sad,Ses03M,3,157.1713,161.2304,4.059,2.0,2.5,3.0,maybe get some vacation-- --once it quiets down there.
Ses03M_impro02_M027,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M027.wav,sad,sad,Ses03M,3,163.3396,167.14,3.8,2.0,2.5,3.5,I know.  I know.  But they really need some good guys there.
Ses03M_impro02_M028,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M028.wav,sad,sad,Ses03M,3,176.9098,180.9092,3.999,2.5,2.0,2.5,Well that's the kind of work I'm in honey.
Ses03M_impro02_M029,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M029.wav,sad,sad,Ses03M,3,184.8887,190.9177,6.029,2.5,2.5,3.0,It's just going to be--it's going to go faster than you think.
Ses03M_impro02_M030,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M030.wav,sad,sad,Ses03M,3,204.0501,207.6516,3.602,2.5,3.0,2.5,You tell her-- [BREATHING]
Ses03M_impro02_M031,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M031.wav,sad,sad,Ses03M,3,212.3872,215.6703,3.283,2.0,2.5,2.5,What do you mean?
Ses03M_impro03_F001,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F001.wav,happy,exc,Ses03F,3,6.2964,7.8946,1.598,4.0,2.5,3.0,What?
Ses03M_impro03_F003,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F003.wav,happy,exc,Ses03F,3,25.1665,28.925,3.759,4.5,4.5,4.0,"Chuck E. Cheese?  Ah, man that is so lame."
Ses03M_impro03_F004,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F004.wav,happy,exc,Ses03F,3,29.9675,34.17,4.203,4.5,4.5,4.0,Are you serious [GARBAGE] man?
Ses03M_impro03_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F005.wav,happy,exc,Ses03F,3,35.59,41.3575,5.767,4.0,3.5,3.5,Oh like that one movie.  What's that one movie I just saw? No.  Where she like swallows the...
Ses03M_impro03_F006,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F006.wav,happy,exc,Ses03F,3,41.3825,47.1559,5.773,3.5,4.0,3.5,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay."
Ses03M_impro03_F010,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F010.wav,happy,exc,Ses03F,3,64.94,70.2428,5.303,4.5,4.5,4.0,[LAUGHTER] So nasty. No you... dirty me?
Ses03M_impro03_F012,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F012.wav,happy,hap,Ses03F,3,81.5456,86.9756,5.43,4.0,3.0,4.5,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.
Ses03M_impro03_F015,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F015.wav,neutral,neu,Ses03F,3,92.8676,95.6211,2.754,3.0,2.5,3.0,"Yeah.  That's, you know, okay."
Ses03M_impro03_F016,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F016.wav,happy,hap,Ses03F,3,96.595,106.0767,9.482,2.5,4.0,4.0,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey"
Ses03M_impro03_F017,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F017.wav,happy,hap,Ses03F,3,112.7967,115.3962,2.599,3.5,3.5,3.0,You had the mouse?
Ses03M_impro03_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F018.wav,neutral,neu,Ses03F,3,115.454,119.5553,4.101,3.0,3.0,3.5,Isn't it a rat?  It's a rat.  Chuck E. Cheese?
Ses03M_impro03_F021,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F021.wav,happy,hap,Ses03F,3,134.5551,138.14,3.585,3.0,3.0,3.5,"Okay, that is really cheesy Joe."
Ses03M_impro03_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F022.wav,happy,hap,Ses03F,3,140.4664,142.8155,2.349,3.5,2.0,2.5,Oh that's kind of sweet.
Ses03M_impro03_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F023.wav,happy,exc,Ses03F,3,145.4342,153.7332,8.299,3.0,4.5,4.0,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand."
Ses03M_impro03_F024,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F024.wav,happy,exc,Ses03F,3,153.7525,157.7825,4.03,3.5,4.5,4.0,"You marry me. I man I Jane, you Tarzan."
Ses03M_impro03_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F025.wav,happy,hap,Ses03F,3,164.6702,166.7882,2.118,3.5,3.0,2.0,She said sure?
Ses03M_impro03_F026,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F026.wav,happy,hap,Ses03F,3,166.8267,170.543,3.716,2.0,3.5,4.0,Sure?  Who says sure?  You say yes...I don't like--
Ses03M_impro03_F027,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F027.wav,happy,hap,Ses03F,3,172.3145,174.6251,2.311,2.5,3.0,3.5,How long have you guys been going out?
Ses03M_impro03_F033,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F033.wav,happy,hap,Ses03F,3,202.1985,204.8025,2.604,2.0,3.0,3.5,She must be hot.
Ses03M_impro03_F036,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F036.wav,neutral,neu,Ses03F,3,213.795,217.9375,4.143,2.0,3.0,4.5,You still act like a boy.  And men take a lot longer to grow----I will tell you.
Ses03M_impro03_M000,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M000.wav,happy,exc,Ses03M,3,0.4621,3.0025,2.54,4.0,3.0,3.0,Hey.
Ses03M_impro03_M001,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M001.wav,happy,exc,Ses03M,3,4.0436,7.3747,3.331,4.0,4.0,3.0,"Esmeralda, guess what?"
Ses03M_impro03_M002,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M002.wav,happy,exc,Ses03M,3,7.5288,14.0755,6.547,5.0,4.5,4.5,[LAUGHTER] Guess who just got hitched?
Ses03M_impro03_M003,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M003.wav,happy,exc,Ses03M,3,14.1525,21.7776,7.625,5.0,4.5,4.5,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.
Ses03M_impro03_M004,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M004.wav,happy,exc,Ses03M,3,23.4975,27.2268,3.729,4.5,4.5,4.0,Okay we were at Chuck E. Cheese.
Ses03M_impro03_M011,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M011.wav,happy,exc,Ses03M,3,71.6292,79.4853,7.856,4.0,4.0,4.0,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--"
Ses03M_impro03_M012,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M012.wav,happy,hap,Ses03M,3,79.57,82.0655,2.496,4.0,3.5,3.5,Sara and I--
Ses03M_impro03_M013,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M013.wav,happy,exc,Ses03M,3,86.2875,89.7868,3.499,4.0,3.0,3.0,Come on. It was her birthday.
Ses03M_impro03_M014,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M014.wav,happy,hap,Ses03M,3,90.0757,94.3118,4.236,4.0,4.0,3.0,She wanted...she always wants something spontaneous.
Ses03M_impro03_M015,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M015.wav,happy,hap,Ses03M,3,94.5043,100.2616,5.757,4.5,4.0,4.0,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?"
Ses03M_impro03_M016,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M016.wav,happy,hap,Ses03M,3,103.4965,106.2307,2.734,4.0,2.5,2.5,So Okay then and.
Ses03M_impro03_M017,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M017.wav,happy,hap,Ses03M,3,106.2307,109.6004,3.37,4.0,3.0,3.0,"I got all the character animals to do a conga line,"
Ses03M_impro03_M018,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M018.wav,happy,hap,Ses03M,3,109.6004,115.3577,5.757,4.0,3.0,4.0,"dim down the lights and uh, I got on one of the tables pulled her up."
Ses03M_impro03_M019,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M019.wav,happy,hap,Ses03M,3,115.405,117.865,2.46,3.5,3.0,2.5,Yeah.
Ses03M_impro03_M020,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M020.wav,happy,hap,Ses03M,3,119.4205,127.3325,7.912,4.0,3.0,4.0,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah"
Ses03M_impro03_M021,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M021.wav,happy,hap,Ses03M,3,127.415,136.4228,9.008,4.0,4.0,4.0,"You're my guiding light, then they put on that song the I've had the time of my life, that song."
Ses03M_impro03_M028,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M028.wav,neutral,neu,Ses03M,3,174.3362,178.6301,4.294,3.0,3.0,2.0,About two and a half weeks.
Ses03M_impro03_M029,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M029.wav,happy,hap,Ses03M,3,179.4389,184.8303,5.391,4.0,3.5,4.0,Two and ...  We love each other. Yeah.
Ses03M_impro03_M030,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M030.wav,happy,hap,Ses03M,3,190.395,193.3989,3.004,3.0,2.5,3.5,"You got to meet her, she's wonderful."
Ses03M_impro03_M031,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M031.wav,happy,hap,Ses03M,3,194.5349,204.952,10.417,4.0,3.0,4.0,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.
Ses03M_impro03_M032,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M032.wav,happy,hap,Ses03M,3,206.3191,208.5912,2.272,3.5,2.5,3.0,"Yeah, she is good-looking."
Ses03M_impro03_M033,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M033.wav,neutral,neu,Ses03M,3,212.315,214.4833,2.168,2.0,3.0,3.5,I'm twenty eight years old.
Ses03M_impro03_M035,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M035.wav,happy,exc,Ses03M,3,223.2829,226.7082,3.425,4.5,4.0,3.5,I'm so excited.  It's going to be great.
Ses03M_impro03_M038,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M038.wav,neutral,neu,Ses03M,3,243.1157,248.5775,5.462,4.0,2.5,3.0,I'm still working at my parents' restaurant. Busing tables.
Ses03M_impro03_M039,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M039.wav,happy,hap,Ses03M,3,249.9128,255.0346,5.122,4.0,3.0,3.0,Oh that's great. My mom said we can move in with her again if we run out of money.
Ses03M_impro04_F001,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F001.wav,neutral,neu,Ses03F,3,13.85,17.3375,3.487,3.0,2.5,2.5,"Well have you been trying to get a job, look for a job or...?"
Ses03M_impro04_F003,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F003.wav,neutral,neu,Ses03F,3,29.65,31.36,1.71,3.0,2.0,2.0,Well what are you looking for?  I mean--
Ses03M_impro04_F004,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F004.wav,neutral,neu,Ses03F,3,33.44,35.72,2.28,3.0,2.0,2.0,"Well, okay. Well that's--"
Ses03M_impro04_F007,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F007.wav,sad,sad,Ses03F,3,74.06,75.65,1.59,3.0,1.5,1.5,Yeah.
Ses03M_impro04_F008,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F008.wav,sad,sad,Ses03F,3,81.54,82.79,1.25,3.0,2.0,1.5,Yeah.
Ses03M_impro04_F010,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F010.wav,happy,exc,Ses03F,3,91.26,93.45,2.19,4.0,2.0,1.5,Well what'd you major in?
Ses03M_impro04_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F014.wav,neutral,neu,Ses03F,3,129.02,131.8,2.78,3.0,2.0,2.0,I am...just like a law clerk.
Ses03M_impro04_F015,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F015.wav,neutral,neu,Ses03F,3,133.6,136.9575,3.358,3.0,3.0,2.5,"Well, I'm moving up.  I mean it could be..."
Ses03M_impro04_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F023.wav,neutral,neu,Ses03F,3,205.59,212.11,6.52,3.0,2.0,2.0,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--"
Ses03M_impro04_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F025.wav,neutral,neu,Ses03F,3,215.34,221.3,5.96,3.0,2.5,2.5,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?"
Ses03M_impro04_F029,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F029.wav,neutral,neu,Ses03F,3,265.84,268.88,3.04,3.0,2.5,3.0,You got to be positive man.  You got to try to just--
Ses03M_impro04_F030,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F030.wav,neutral,neu,Ses03F,3,270.73,273.81,3.08,3.0,2.5,2.5,But you got to be real about it.  You have to...
Ses03M_impro04_F031,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F031.wav,neutral,neu,Ses03F,3,277.5,279.99,2.49,4.0,2.0,2.5,Sixteen hundred.
Ses03M_impro04_F032,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F032.wav,neutral,neu,Ses03F,3,285.47,287.84,2.37,4.0,2.5,2.0,Twenty-one hundred?
Ses03M_impro04_M000,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M000.wav,sad,sad,Ses03M,3,8.13,11.29,3.16,2.5,1.5,1.5,I'm just so tired all the time.
Ses03M_impro04_M004,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M004.wav,angry,ang,Ses03M,3,34.57,36.31,1.74,2.5,2.5,3.0,Cause I went to Harvard.
Ses03M_impro04_M008,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M008.wav,angry,ang,Ses03M,3,82.11,85.05,2.94,2.5,3.0,3.0,I'm smarter than half the people I work for.
Ses03M_impro04_M014,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M014.wav,neutral,neu,Ses03M,3,127.57,129.49,1.92,3.0,2.0,1.5,Oh yeah?  What kind of jobs they got?
Ses03M_impro04_M024,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M024.wav,neutral,neu,Ses03M,3,193.52,196.48,2.96,3.0,2.5,1.5,Yeah.  It's alright.  But--
Ses03M_impro04_M026,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M026.wav,sad,sad,Ses03M,3,199.75,201.27,1.52,2.5,1.5,1.5,No.
Ses03M_impro04_M030,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M030.wav,sad,sad,Ses03M,3,220.38,221.9175,1.537,2.5,1.5,2.0,Maybe I'll just kill myself.
Ses03M_impro04_M031,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M031.wav,sad,sad,Ses03M,3,225.4,227.06,1.66,2.0,1.5,1.5,I was just joking...
Ses03M_impro04_M038,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M038.wav,neutral,neu,Ses03M,3,279.88,282.21,2.33,3.5,2.0,2.0,Same difference.
Ses03M_impro04_M041,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M041.wav,happy,hap,Ses03M,3,292.99,298.55,5.56,4.5,3.5,2.0,"Like, wow you're really smart we're going to give you an extra [GARBAGE]."
Ses03M_impro05a_F000,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F000.wav,neutral,neu,Ses03F,3,5.73,7.53,1.8,3.5,2.5,2.5,Can I help you sir?
Ses03M_impro05a_F001,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F001.wav,neutral,neu,Ses03F,3,11.22,14.59,3.37,3.5,2.0,2.5,"Well, let me just check on that for you.  Where are you coming--?"
Ses03M_impro05a_F002,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F002.wav,neutral,neu,Ses03F,3,17.32,22.2,4.88,2.0,2.5,3.0,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here."
Ses03M_impro05a_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F005.wav,neutral,neu,Ses03F,3,34.16,35.85,1.69,3.0,2.5,2.0,Okay and this is direct flight?
Ses03M_impro05a_F007,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F007.wav,neutral,neu,Ses03F,3,49.4,53.89,4.49,2.5,3.0,3.0,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--
Ses03M_impro05a_F008,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F008.wav,neutral,neu,Ses03F,3,54.49,57.02,2.53,3.0,2.5,3.0,How many pieces of luggage do you have checked in?
Ses03M_impro05a_F009,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F009.wav,neutral,neu,Ses03F,3,59.01,61.82,2.81,3.0,2.5,3.0,Eight pieces of luggage.  Okay.
Ses03M_impro05a_F011,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F011.wav,neutral,neu,Ses03F,3,71.54,73.33,1.79,3.0,2.0,2.0,I'm sorry sir.
Ses03M_impro05a_F012,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F012.wav,neutral,neu,Ses03F,3,74.25,80.89,6.64,2.5,3.0,3.0,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--
Ses03M_impro05a_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F014.wav,neutral,neu,Ses03F,3,90.9925,92.21,1.217,3.5,2.5,2.5,Yes--it is
Ses03M_impro05a_F016,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F016.wav,neutral,neu,Ses03F,3,101.69,107.76,6.07,2.5,3.0,3.0,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?"
Ses03M_impro05a_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F018.wav,angry,ang,Ses03F,3,115.88,119.74,3.86,3.0,3.5,4.0,"Sir, I just...you need to calm down is what needs to happen right now."
Ses03M_impro05a_F021,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F021.wav,neutral,neu,Ses03F,3,130.13,131.39,1.26,3.0,3.0,2.5,"Please, please"
Ses03M_impro05a_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F023.wav,neutral,neu,Ses03F,3,134.62,139.06,4.44,3.0,3.0,3.0,Okay.  We can get it here in about seven to ten business days.
Ses03M_impro05a_F024,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F024.wav,neutral,neu,Ses03F,3,140.49,141.87,1.38,3.0,3.0,3.0,"Yes.  Well, because--"
Ses03M_impro05a_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F025.wav,neutral,neu,Ses03F,3,143.29,145.77,2.48,3.0,2.5,3.5,I am the manager sir.
Ses03M_impro05a_F028,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F028.wav,angry,ang,Ses03F,3,156.69,157.98,1.29,2.5,2.5,3.5,What is your name?
Ses03M_impro05a_M000,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M000.wav,angry,ang,Ses03M,3,7.17,11.72,4.55,2.0,4.0,4.5,Yes you can help me.  Where is my luggage?
Ses03M_impro05a_M001,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M001.wav,angry,ang,Ses03M,3,13.83,17.78,3.95,1.5,4.0,4.5,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?
Ses03M_impro05a_M002,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M002.wav,angry,ang,Ses03M,3,21.76,25.02,3.26,1.5,4.0,4.5,I had eight hundred pounds of luggage.
Ses03M_impro05a_M003,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M003.wav,angry,ang,Ses03M,3,26.95,28.6507,1.701,2.5,3.0,4.0,Okay.  Check.
Ses03M_impro05a_M004,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M004.wav,angry,ang,Ses03M,3,29.44,30.5,1.06,2.5,3.0,3.0,Is it there?
Ses03M_impro05a_M005,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M005.wav,angry,ang,Ses03M,3,33.53,34.59,1.06,2.5,3.0,3.5,Yes.
Ses03M_impro05a_M006,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M006.wav,angry,ang,Ses03M,3,34.94,37.05,2.11,1.5,4.0,4.5,You don't know where we're at?
Ses03M_impro05a_M007,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M007.wav,angry,ang,Ses03M,3,37.0975,38.98,1.883,1.5,4.0,3.5,God.
Ses03M_impro05a_M010,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M010.wav,angry,ang,Ses03M,3,53.11,55.07,1.96,2.0,3.5,4.0,Okay.  What do you want?
Ses03M_impro05a_M011,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M011.wav,angry,ang,Ses03M,3,56.55,59.74,3.19,2.5,4.0,3.5,Eight.  And they're all gone.
Ses03M_impro05a_M012,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M012.wav,angry,ang,Ses03M,3,60.95,66.43,5.48,1.5,4.5,4.5,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?
Ses03M_impro05a_M013,/Users/abish/Downloads/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M013.wav,angry,ang,Ses03M,3,67.1,72.19,5.09,2.0,4.0,4.5,It's my mother's funeral tomorrow and the urn is in the suitcase.
